Date,Open,High,Low,Close,Volume,DateTime
2025-05-14,13210,13365,13112,13243,6761,140520250000
2025-05-15,13319,13560,13284,13480,9503,150520250000
2025-05-16,13481,13685,12941,13221,23325,160520250000
2025-05-19,13300,13850,13181,13672,9563,190520250000
2025-05-20,13672,13672,13200,13237,10756,200520250000
2025-05-21,13310,13429,13185,13207,6558,210520250000
2025-05-22,13279,13291,12900,13079,4405,220520250000
2025-05-23,13210,13277,12827,12894,6811,230520250000
2025-05-26,12970,13200,12941,13088,5848,260520250000
2025-05-27,13165,13250,12936,13038,10648,270520250000
2025-05-28,13110,13198,12752,12792,9404,280520250000
2025-05-29,12894,12977,12640,12696,15874,290520250000
2025-05-30,12770,13424,12640,13368,27094,300520250000
2025-06-02,13412,13799,13257,13450,12569,020620250000
2025-06-03,13450,13830,13388,13477,20143,030620250000
2025-06-04,13600,13688,13271,13503,23278,040620250000
2025-06-05,13574,13633,13233,13323,15122,050620250000
2025-06-06,13800,14200,13531,13856,99334,060620250000
2025-06-09,13957,14250,13750,13902,38073,090620250000
2025-06-10,13902,13972,13501,13565,28389,100620250000
2025-06-11,13640,13640,13350,13486,19028,110620250000
2025-06-12,13470,13551,13255,13297,9020,120620250000
2025-06-13,13151,13515,13067,13393,8490,130620250000
2025-06-16,13304,13468,12923,13325,20417,160620250000
2025-06-17,13398,13398,13096,13207,8990,170620250000
2025-06-18,13280,13373,13130,13324,8016,180620250000
2025-06-19,13251,13380,13065,13196,14470,190620250000
2025-06-20,13200,13348,13001,13208,46664,200620250000
2025-06-23,13243,13243,12926,13047,24921,230620250000
2025-06-24,13249,13250,13010,13152,8958,240620250000
2025-06-25,13140,13337,13104,13284,10187,250620250000
2025-06-26,13285,13444,13165,13407,5001,260620250000
2025-06-27,13444,13574,13311,13498,12158,270620250000
2025-06-30,13507,13584,13208,13392,5503,300620250000
2025-07-01,13470,13471,13200,13368,11889,010720250000
2025-07-02,13495,13529,13107,13179,28738,020720250000
2025-07-03,13200,13473,13200,13344,8619,030720250000
2025-07-04,13460,13460,13237,13270,5002,040720250000
2025-07-07,13345,13507,12906,13137,13301,070720250000
2025-07-08,13137,13262,13020,13221,6409,080720250000
2025-07-09,13200,13256,13083,13172,8487,090720250000
2025-07-10,13245,13245,12980,13057,4112,100720250000
2025-07-11,13057,13094,12884,12953,7676,110720250000
2025-07-14,12866,13086,12800,12994,8802,140720250000
2025-07-15,13005,13250,12925,13154,5611,150720250000
2025-07-16,13199,13199,13033,13066,6510,160720250000
2025-07-17,13131,13310,13001,13275,4288,170720250000
2025-07-18,13294,13339,13054,13136,4183,180720250000
2025-07-21,13267,13284,13036,13227,3221,210720250000
2025-07-22,13195,13301,13064,13146,5541,220720250000
2025-07-23,13089,13525,12999,13463,8302,230720250000
2025-07-24,13525,14185,13380,13587,41829,240720250000
2025-07-25,13521,13610,13400,13559,4540,250720250000
2025-07-28,13580,13638,12962,13241,11610,280720250000
2025-07-29,13241,13383,13050,13251,3529,290720250000
2025-07-30,13251,13430,13191,13378,1793,300720250000
2025-07-31,13269,13377,13119,13186,3053,310720250000
2025-08-01,13186,13283,12872,12939,2926,010820250000
2025-08-04,12950,13444,12859,13353,8572,040820250000
2025-08-05,13353,13640,13219,13604,13286,050820250000
2025-08-06,13605,13986,13504,13699,25617,060820250000
2025-08-07,13649,13679,13224,13345,8305,070820250000
2025-08-08,13251,13459,13101,13308,9393,080820250000
2025-08-11,13328,13833,13145,13805,7409,110820250000
2025-08-12,13804,13849,13650,13763,4532,120820250000
2025-08-13,13763,13809,13320,13598,9659,130820250000
2025-08-14,13675,14445,13539,13739,21626,140820250000
2025-08-18,13748,14050,13650,13940,5526,180820250000
2025-08-19,13939,14511,13847,14449,23145,190820250000
2025-08-20,14454,14735,14250,14620,9495,200820250000
2025-08-21,14650,14704,14432,14598,5630,210820250000
2025-08-22,14640,14640,14332,14570,21701,220820250000
2025-08-25,14481,15081,14481,14771,11081,250820250000
2025-08-26,14855,14895,14200,14270,9999,260820250000
2025-08-28,14270,14370,14005,14131,3438,280820250000
2025-08-29,14140,14330,14005,14075,4024,290820250000
2025-09-01,14249,14249,14081,14212,2569,010920250000
2025-09-02,14299,14332,14105,14190,2524,020920250000
2025-09-03,14140,14240,13721,13802,14995,030920250000
