Date,Open,High,Low,Close,Volume,DateTime
2025-03-09,389.9,400.65,381,399.35,8365,
2025-03-10,440.15,444.95,410,413.6,26081,100320250000
2025-03-11,408,408,391.55,397.8,23987,110320250000
2025-03-12,404.85,404.95,393.05,395.7,17455,120320250000
2025-03-13,398.55,406.5,388.8,390.6,15313,130320250000
2025-03-17,391.95,398.8,376,379.15,41734,170320250000
2025-03-18,389.8,399.45,381,382.95,46008,180320250000
2025-03-19,394.8,399,386,391.65,77932,190320250000
2025-03-20,393.9,424.95,393.45,403.05,65363,200320250000
2025-03-21,439.95,443.35,410,419.55,115560,210320250000
2025-03-24,421.05,434.95,421.05,432.1,44475,240320250000
2025-03-25,432,440.45,405.3,413.4,39829,250320250000
2025-03-26,414.65,420.1,398.6,401.75,24799,260320250000
2025-03-27,404,408.85,391,392.75,27260,270320250000
2025-03-28,390,415.95,390,391.65,35788,280320250000
2025-04-01,390.95,412,387.25,402.7,27426,010420250000
2025-04-02,402.5,410,392.65,406,12736,020420250000
2025-04-03,396,414.25,396,406.75,22858,030420250000
2025-04-04,404,412.45,392.05,407.45,31376,040420250000
2025-04-07,380,397.25,370,383.6,42936,070420250000
2025-04-08,389.35,410,386.6,391.85,25266,080420250000
2025-04-09,384.7,389,379.65,384.25,13866,090420250000
2025-04-11,400,411.6,391.8,407.55,24695,110420250000
2025-04-15,420,431.7,406.1,407.55,53844,150420250000
2025-04-16,407.55,417.45,400.1,407,70363,160420250000
2025-04-17,402.45,418.55,400,408.4,51585,170420250000
2025-04-21,414.55,428,404.05,422.5,64823,210420250000
2025-04-22,423.85,428,415,419.95,25010,220420250000
2025-04-23,421.55,429.9,394.95,415.1,42253,230420250000
2025-04-24,415.1,422.35,404.95,408.55,50989,240420250000
2025-04-25,416,416,381.3,391.55,54296,250420250000
2025-04-28,391.6,401.6,375.3,382.9,75717,280420250000
2025-04-29,380,392.95,364.2,375.5,58447,290420250000
2025-04-30,378.45,381.15,365.35,367.4,30745,300420250000
2025-05-02,365,372.75,356.05,361.1,30050,020520250000
2025-05-05,368.35,373.2,362,367.2,30943,050520250000
2025-05-06,367.2,367.95,351.05,353.6,32259,060520250000
2025-05-07,350,369.9,338.5,344.95,49560,070520250000
2025-05-08,350,361.9,336,339.25,27939,080520250000
2025-05-09,325,334.7,318.8,330.5,38877,090520250000
2025-05-12,339,388.9,339,371.75,343396,120520250000
