Date,Open,High,Low,Close,Volume,DateTime
2025-03-09,76.8,77.4,75.1,75.65,45556,
2025-03-10,89.27,89.28,85,85.3,49548,100320250000
2025-03-11,86.11,86.11,83,83.47,82152,110320250000
2025-03-12,84.35,87.81,81.81,82.44,85717,120320250000
2025-03-13,82.68,82.98,80.61,81.12,76157,130320250000
2025-03-17,82.65,82.65,79.49,80.54,88646,170320250000
2025-03-18,80.54,82.14,80.02,80.77,887083,180320250000
2025-03-19,81.18,85.9,81.18,84.75,732556,190320250000
2025-03-20,86,101.7,83.2,84.46,1581564,200320250000
2025-03-21,84.95,86.57,83.55,84.05,292301,210320250000
2025-03-24,85.3,85.75,82.25,83.14,261175,240320250000
2025-03-25,84.25,86.79,82.07,85.25,243621,250320250000
2025-03-26,84.65,86.44,83.43,84.01,120824,260320250000
2025-03-27,85,85.99,80.62,81.89,210240,270320250000
2025-03-28,82.2,85.29,80,80.53,164672,280320250000
2025-04-01,81,84.49,80.73,84.06,60430,010420250000
2025-04-02,85.3,86.65,82.87,86.22,65085,020420250000
2025-04-03,86.22,89.8,85.73,88.63,96970,030420250000
2025-04-04,88.63,88.63,84,85.07,61608,040420250000
2025-04-07,80.11,86.09,80.11,85.35,68813,070420250000
2025-04-08,86.65,88.9,85.02,86.04,29919,080420250000
2025-04-09,85,88.01,83.09,85.98,87376,090420250000
2025-04-11,88.8,88.8,85.1,86.66,51448,110420250000
2025-04-15,87,89.29,86.5,87.97,54155,150420250000
2025-04-16,89.49,92.45,87.06,91.47,100351,160420250000
2025-04-17,91.5,91.51,88.89,89.26,37207,170420250000
2025-04-21,89.3,92.68,89.18,90.61,71638,210420250000
2025-04-22,92,92.4,90.17,91.65,34288,220420250000
2025-04-23,93.3,93.3,90.42,91.03,23565,230420250000
2025-04-24,90.51,93.52,90.51,91.07,38844,240420250000
2025-04-25,92.49,92.49,87.86,88.07,44113,250420250000
2025-04-28,88.37,89.88,86.87,87.45,122618,280420250000
2025-04-29,87.94,89.41,87.23,89.01,28102,290420250000
2025-04-30,89.01,89.01,87,87.55,19185,300420250000
2025-05-02,87.79,88.65,86,86.18,29881,020520250000
2025-05-05,86.8,87.55,85.31,86.62,24874,050520250000
2025-05-06,86.88,86.98,84,84.69,26271,060520250000
2025-05-07,82,86.5,82,85.57,16835,070520250000
2025-05-08,85,86.94,82,83.54,14978,080520250000
2025-05-09,83,83.53,82,82.74,21304,090520250000
2025-05-12,84.15,87.55,84.15,86.91,38219,120520250000
2025-05-13,87.97,89.49,86.31,88.41,34725,130520250000
2025-05-14,89.26,94.34,87.85,91.42,205037,140520250000
2025-05-15,91.83,93.8,90.05,92.03,34646,150520250000
2025-05-16,90.6,93.49,90.6,92.1,32718,160520250000
2025-05-19,92.1,94.19,92,92.99,45648,190520250000
2025-05-20,93.75,95.5,90.43,94.48,70896,200520250000
2025-05-21,93.22,93.81,87.56,88.53,123631,210520250000
2025-05-22,90.3,93,88.38,91.53,56446,220520250000
2025-05-23,90.78,92,89.99,90.77,25562,230520250000
2025-05-26,90.55,92.95,90.55,91.33,29968,260520250000
2025-05-27,92.94,92.94,89,90.72,22012,270520250000
2025-05-28,91.3,93,89.05,90.58,64012,280520250000
2025-05-29,91.5,92.99,87.2,89.13,74044,290520250000
2025-05-30,90.8,90.8,88.7,89.55,20809,300520250000
2025-06-02,89.55,89.98,87.62,88.14,31902,020620250000
2025-06-03,88,91,88,89.61,67879,030620250000
2025-06-04,89.61,104.44,89.61,101.57,1323413,040620250000
2025-06-05,102.59,105,101,102.45,171884,050620250000
2025-06-06,100.79,102.43,99.1,99.96,112202,060620250000
2025-06-09,98.5,102.47,98.5,101.94,44715,090620250000
2025-06-10,101,108.2,101,105.28,186955,100620250000
2025-06-11,104.25,108.87,104.25,106.39,121285,110620250000
2025-06-12,107.3,111,105.65,106.22,70638,120620250000
2025-06-13,104.01,105.69,101.7,103.79,61964,130620250000
2025-06-16,103.36,106.78,103.01,106.33,53874,160620250000
2025-06-17,107.4,110.25,106.74,107.32,91323,170620250000
2025-06-18,107.86,108.18,104.15,105.38,75907,180620250000
2025-06-19,105.68,107.68,105.01,105.42,46590,190620250000
2025-06-20,105.42,107,103.87,106.21,21386,200620250000
2025-06-23,104.7,118,103.05,112.4,240995,230620250000
2025-06-24,115.5,118,109.81,112.53,147700,240620250000
2025-06-25,112.9,114.48,109.51,110.87,54893,250620250000
2025-06-26,110.87,115.7,110.22,112.62,111816,260620250000
2025-06-27,114.7,114.7,109.87,111.17,77994,270620250000
2025-06-30,112.46,113.59,110.31,111.52,47752,300620250000
2025-07-01,110.94,114.79,109.81,110.89,83305,010720250000
2025-07-02,110.15,113.51,110.15,110.99,53273,020720250000
2025-07-03,110.2,112.26,107.15,107.83,112397,030720250000
2025-07-04,107.83,111.89,107.83,110.89,53137,040720250000
2025-07-07,110.9,111.66,109.61,110.9,27538,070720250000
2025-07-08,111.89,114.71,109.31,113.88,101833,080720250000
2025-07-09,113.87,117.14,113.5,116,149992,090720250000
2025-07-10,116,116.38,114.8,114.93,66305,100720250000
2025-07-11,114,116.18,114,114.09,29283,110720250000
2025-07-14,114.99,115.78,112.25,113.79,74213,140720250000
2025-07-15,113.16,115.46,112.61,114.41,50263,150720250000
2025-07-16,114.4,116.01,111.25,112.21,52078,160720250000
2025-07-17,112.21,123.4,111,120.82,2602226,170720250000
2025-07-18,122.6,127,118,118.87,980447,180720250000
2025-07-21,119,124,115.8,119.67,347884,210720250000
2025-07-22,119.35,121.47,116.1,116.59,97510,220720250000
2025-07-23,117.5,120.08,116.25,119.27,45373,230720250000
2025-07-24,119.27,119.5,116.1,116.54,99393,240720250000
2025-07-25,116,118,112.15,113.52,152902,250720250000
2025-07-28,112.4,115.17,110,110.63,65804,280720250000
2025-07-29,110,113.35,109.21,111.61,78902,290720250000
2025-07-30,112.99,113,110.4,111.7,17813,300720250000
2025-07-31,111.15,112.64,107.61,110.04,62610,310720250000
2025-08-01,110,110.66,107,107.43,77380,010820250000
2025-08-04,96,98.99,85.94,85.94,1560105,040820250000
2025-08-05,83,83.86,79.33,80.66,891926,050820250000
2025-08-06,81.89,82.99,78.65,79.32,247964,060820250000
2025-08-07,78.65,82,77.01,81,131999,070820250000
2025-08-08,80,80,77.11,77.33,115828,080820250000
2025-08-11,77.99,78.07,75,76.15,144350,110820250000
2025-08-12,76.33,78.08,76,76.88,187747,120820250000
2025-08-13,77.4,79.9,76.25,76.95,106766,130820250000
2025-08-14,76.3,77.9,74.89,75.1,90188,140820250000
2025-08-18,76,76.79,69.1,72.19,227135,180820250000
2025-08-19,74.49,77.84,72.7,77,150146,190820250000
2025-08-20,77.58,77.85,75.2,75.62,64254,200820250000
2025-08-21,76.19,76.34,74.79,75.09,50505,210820250000
2025-08-22,75.47,75.47,73.5,73.93,43974,220820250000
2025-08-25,75.05,77,73.87,76.55,84391,250820250000
2025-08-26,77.01,77.07,73.1,74.15,53444,260820250000
2025-08-28,74.65,76,72.8,73.62,53063,280820250000
2025-08-29,73.01,76,73.01,75.4,21792,290820250000
2025-09-01,76.9,76.9,74.16,74.64,41999,010920250000
2025-09-02,75.02,76.45,74.63,75.94,68292,020920250000
2025-09-03,76.8,77.4,75.1,75.65,45556,030920250000
